id,creatorId,world/0,name,focusId,spellLevel,specializationId,mpCost,actionType,range,targetArea,description,notes,targetNumber,duration,concentration
31,1,1,Pack Creature,68,Adept,5,6,Major,10 m,Varies,Cast this on yourself or a willing target and select a species of creature. Creatures of that species will view the target as members of their own species. For every 2 you roll above the spell TN you may have this spell affect one additional willing ally.,,15,5 Rounds,1
32,1,1,Green Communion,68,Adept,14,5,Minor,30 m,1 Plant,"Connect with plants on a deeper level allowing you to communicate with and speak to them. The plants do not perceive the world in the same way that people do, this also varies by plant age and species. ",,14,6 Rounds,1
33,1,1,Bark Skin,68,Adept,14,8,Major,15 m,Self or 1 Ally,"Protect the skin of yourself or a target with magically enhanced bark, granting +3 physical armor and +3 arcane armor (stacks with armor being worn). If casting on a target, you must be within 15m and in contact with plants from the same soil.",,16,3 Rounds,1
34,1,1,Penicillin,68,Adept,45,5,Major,20 m,1 Target,"Generate medicinal healing spores that restore 3d6 HP plus an additional 2 HP for every 2 you roll above the target number. If you heal a dying character, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,15,,0
35,1,1,Cordyceps Volukinesis,68,Adept,45,Varies,Major,20 m,Varies,"Your spores can infect living Insectoid Creatures. The target number for this spell varies by the size and quantity you wish to control.  A controlled Insectoid can live up to 7 days once infected. If you fail to control a specific Insectoid, they will become immune to your spores, and eventually spread that immunity to others of their species they come into contact with. MP cost = 1/2 the target number (rounded down).

Threat Level / Target Number
Minor / 12
Moderate / 15
Major / 18
Dire / 21
Legendary / ???",,Varies,7 Days,0
36,1,1,Animalistic Exchange,68,Master,,10,Major,20 m,1 Creature,You and any tamed or willing creature you cast this on combine all stats and gain the cumulative total of all attribute scores and focuses.,,17,2 Rounds,1
37,1,1,Monster Reborn,68,Master,,20,Major,Touch,1 Creature,"You may attempt to raise a creature (not person) that died in the last 5 min back to life. Can only be cast once per creature. If you bring back a creature with this spell once, it will never work again.",,19,,0
38,1,1,Dominate Creature,68,Master,5,Varies,Major,25 m,1 Creature,"Forcibly bend an animal or creature to your will effectively taming them. This may result in breaking the mind of the creature even if you succeed, to avoid this you must roll 2 higher than the target number. This is painful and failure will result in the creature seeking to exact revenge on you. This only lasts for as long as you maintain concentration. However, if the creature has already been weakened, accepted defeat, and acknowledged you, then this spell will permanently turn the creature to your side taming them immediately. MP cost = 1/2 the target number  (rounded down).

Threat Level / Target Number
Minor / 12
Moderate / 15
Major / 18
Dire / 21
Legendary / ???",,Varies,,1
39,1,1,Photosynthesize,68,Master,14,10,Major,Self,Self,"Using the energy from the sun you may restore your vitality and HP. Regain 8d6 HP in direct sunlight or 4d6 HP in partial sunlight. This spell fails at night, indoors, or if the sun is completely obscured. You may not receive the benefits of arcane healing again until you receive damage.",,16,,0
40,1,1,Floral Portal,68,Master,14,12,Major,Varies,2 Target plants,Select a plant within your range of sight to be linked to another plant that you are familiar with and link the two with a druidic portal. Any creature who steps into one of these plants will be instantaneously transported to the other as long as you maintain this spell.,,11+ familiarity,,1
41,1,1,Death Cap,68,Master,45,10,Major,20 m,1 Object / 10 m,"Set a fungal trap using your cultivated fungi (Fungal Exposure) on any dead organic material within range. While you maintain concentration, nothing happens, but you may at any point release concentration to set off an explosion of spores affecting all targets within 10m of the trapped location. Effects depend on the strength of your cultivated fungi.",,18,,1
42,1,1,Psilocybin Anthropokinesis,68,Master,45,15,Major,20 m,1 Target,"Through the use of a Psychoactive fungi you gain the ability to manipulate and control a single target of a sentient race for up to an hour. The target must make  either a Hrt (Spirit) or End (Poison Res) test vs your spell power. If the target wins, they are not affected by this spell and are immune to the effects of this spell for 24 hours. While under the influence of this spell the target becomes much weaker and is unable to perform complex tasks, nor speak. When you end this spell, the target retains no memory of the actions they performed while under the effects of the spell. Forcing the target to perform tasks significantly out of character will allow the target to roll a Hrt (Morality) test vs your spell power. If the target succeeds, the spell is broken, and you gain a level of fatigue.",,19,1 Hour,1
43,1,1,Blood Bending,68,Master,7,17,Major,10 m,1 Target,"Attempt to take control of the blood of an enemy making them your puppet. The target must make an opposed Hrt (Spirit) test vs your spell power. If the target fails their body is physically under your control for the duration of your concentration. You may expend a minor action to force the controlled creature perform a major action, doing so results in the controlled creature's rolls to be considered at disadvantage. Each turn the target must reroll their Hrt (Spirit) test vs your original spell power to attempt to break free. The TN they must beat decreases by 1 each time they fail the test.",,18,1 Round,1
44,1,1,Summon Mundane Object,60,Basic,,1,Minor,,Self,Determine a mundane object you can summon at will. You cannot change this object once decided.,,9,,0
45,1,1,Conjure Tool,60,Novice,,Varies,Major,Self,Self,"Bind a tool, weapon, armor, object, vehicle, or structure to your will and conjure it from wherever it is located. A number of objects equal to your INT attribute can be stored. The TN to summon and MP cost is based on the Mass/Size table. 
(If you gain this spell as a Spellsword you may only conjure your weapon for a TN of 13, and MP cost of 3. You do not need your arcane nucleus to cast this spell.)
(if you gain this spell as a Warlock, you may conjure a tool that once belonged to your patron. GM's discretion for the target number based on what strength of tool you are trying to summon)",,Varies,,0
46,1,1,Summon Familiar,60,Novice,,3,Major,,1 Summon,"Conjure a weak being constructed from your subconscious. Your creature will be a small creature of minor threat or lower and take the form of something familiar to you. Increase the TN by 3 to summon a medium sized Steed that you can mount and ride. Each caster will summon a unique creature. You can communicate with the familiar telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,12,24 Hours,0
47,1,1,Séance,60,Novice,53,3,Major,Self,Self,Delve your spirit into another realm to summon forth a the spiritual form of your Patron to speak with. You may be at their mercy if you proceed without protection.,,13,,1
48,1,1,Summon Zombie,60,Novice,31,5,Major,,1 Summon,"You summon a weak zombie to do your bidding. You can communicate with the undead telepathically across any distance, but if you give it no orders then it will do nothing. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. If the Necromancer dies, the summon will remain, and will attempt to follow its final orders until it disappears or is slain. (generally zombies specialize in durability, otherwise, discuss with GM the stats of this creature)",,13,24 Hours,0
49,1,1,Summon Humanoid Skeleton,60,Novice,31,5,Major,,1 Summon,"You summon a weak skeleton to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,13,24 Hours,0
50,1,1,Summon Ghost,60,Novice,31,5,Major,,1 Summon,"You summon a weak ghost to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,13,24 Hours,0
51,1,1,Summon Bloodhound,60,Novice,7,5,Minor,,Self,"Summon a canine creature made from your blood that you can communicate with across any distance. This summon can be used to interact with the blood of another creature to track the target's blood. The bloodhound is also able to identify targets by blood type but cannot make attacks during combat. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours.",,13,24 Hours,0
52,1,1,Summon Servant,60,Adept,,6,Major,5 m,Self,"Conjure a servant constructed from your mind. The shape and form of the servant is always the same and is unique to each caster. The servant cannot physically speak or express emotion. It does not possess it's own will. It's stats and attributes mirror your own, but has hp = to 1/4 of your hp. You may increase the summoned servant's hp by expending levels of fatigue (1 fatigue = 1/4 max hp). You can communicate with the familiar telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours.",,15,24 Hours,0
53,1,1,Dominate Spirit,60,Adept,,Varies,Major,25 m,1 Spirit,"Exert your control over a being that has already been summoned from another plane of existence. If your test result beats their Hrt (Self-Discipline) then you hold dominion over them. You may command them or banish them at any point. They are only bound to your commands by the letter, and may find loopholes if you leave them. The more commands you give the more pressure you put on them, and giving too many commands may force them to break your control or send them back. If they beat your test roll they gain a +3 to resist further attempts to control them until they have been summoned again.",,Varies,,1
54,1,1,Patron's Possession,60,Adept,53,8,Minor,Self,Self,"Seek aid from your Patron. You take some of their power into your body taking on a spiritual visage. (discuss with the GM prior which powers, attributes, or skills you have access to while in this form. Caution, you are much more susceptible to your Patron's will during the time this spell has been cast.  This spell lasts for 3 rounds of combat (30 seconds) and while using this spell you cannot cross moving water or enter a home uninvited otherwise the spell will be broken.",,15,3 Rounds,1
55,1,1,Summon Ghoul,60,Adept,31,10,Major,,1 Summon,"You summon a ghoul to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,15,24 Hours,0
56,1,1,Summon Ogre Skeleton,60,Adept,31,10,Major,,1 Summon,"You summon a skeletal ogre to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,15,24 Hours,0
57,1,1,Summon Specter,60,Adept,31,10,Major,,1 Summon,"You summon a specter to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,15,24 Hours,0
58,1,1,Ring of Raining Blades,60,Master,,12,Major,30 m,5 m,Call forth multitudes of spectral blades to fall from the sky piercing all enemies in a 5m radius dealing 6d6 physical damage. Spell range is 30 m.,,18,,0
59,1,1,Summon Greater Being ,60,Master,,10,Major,5 m,1 Summon,"Delve into the abyss and call a being by its True Name. This being will be called to your location and be grounded in the mortal plane. The more time you spend preparing the easier it will be to call the Being. Immediately after casting this spell you may cast Dominate Spirit as a Free Action. If you do not this being is not beholden to you and has free will to act as it pleases. (the process of being summoned is supposedly very unpleasant, and they are often not pleased to be summoned). This summoned being cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,Varies,24 Hours,0
60,1,1,Summon Patron,60,Master,53,15,Major,5 m,1 Spirit,"Summon your Patron from another realm. They are summoned as a spiritual existence taking on the form that they are most strongly associated with on Elara. All weapons, armor, tools, and even some servants that they possessed when they were alive are returned with them in spiritual form. Your Patron has free will once summoned, and cannot cross moving water, enter a home uninvited, and will disappear after 24 hours.",,18,24 Hours,0
61,1,1,Summon Lich,60,Master,31,15,Major,,1 Summon,"You summon a lich to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,18,24 Hours,0
62,1,1,Summon Wyvern Skeleton,60,Master,31,15,Major,,1 Summon,"You summon a skeletal wyvern to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,18,24 Hours,0
63,1,1,Summon Wraith,60,Master,31,15,Major,,1 Summon,"You summon a wraith to do your bidding. You can communicate with the undead telepathically across any distance. This summoned creature cannot cross moving water, enter a home uninvited, and will disappear after 24 hours. (discuss with GM the stats of this creature)",,18,24 Hours,0
64,1,1,Predict Weather,61,Basic,,1,Minor,,Self,When you desire you can know the weather for the next 24 hour period.,,9,,0
65,1,1,Elemental Weapon,61,Novice,50,4,Major,,Self,Enchant your blade with an element of your choice. Any attacks dealt by your blade afterwards gain +1d6 extra arcane elemental damage. This spell lasts for 1 minute (6 rounds).,,13,6 Rounds,0
66,1,1,Manipulate Element,61,Adept,,Varies,Major,25 m,Varies,"You may now freely manipulate any element(s) that you know spells for. Change it's shape, move it, etc. The larger quantity you try to move the more effort required. Target Number is determined by the Mass/Size Table.",,Varies,,1
67,1,1,Water: Blood Manipulation,61,Adept,7,Varies,Major,25 m,Varies,"Ability to freely manipulate fresh blood that is not within a target's body. See the Mass/Size table for TN and MP costs. This spell can also be used to accelerate bleeding of an enemy. If the spell is cast to draw more blood out of a target the spell deals 3d6 arcane damage, this has a TN of 15 and MP cost of 6.",,Varies,,1
68,1,1,Fire: Embers,61,Novice,,5,Major,3x10 m cone,All Creatures,Burn all targets in front of you in a cone 3 m wide and 10 long. Burning foes take 1d6 arcane damage every round they are on fire.,,13,,0
69,1,1,Fire: Blinding Torch,61,Novice,,4,Major,Sight,All Creatures,Bring forth a burning orb that lights up the darkness and blinds friend and foe alike. Blinds all who fail a TN 14 Per (Seeing) test. Blinded foes suffer a -2 penalty to Attack rolls.,,14,,1
70,1,1,Fire: Overheat,61,Adept,,9,Major,20 m,"All Creatures 
5 m area*",Heats up the air surrounding a single target. The target must roll an End (Temp Res.) test vs your spell power or gain a level of fatigue. You may maintain this spell to continuously rack up fatigue against a target. Each round the foe gains +2 to resist your spell. This spell also affects those who get within 5 meters of the target. For each meter away from the target they gain +1 to resist the spell.,,15,,1
71,1,1,Fire: Fireball,61,Adept,,7,Major,50 m,1 Target,Launch a great fireball at a single target dealing 3d6 arcane damage and setting the target on fire. Targets on fire take 1d6 arcane fire damage per turn.,,16,,0
72,1,1,Fire: Phoenix Flame,61,Master,,20,Major,Touch,1 Target,"Heal an ally with the rejuvenating flame of the phoenix. Target recovers 5d6 hp. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,18,,0
73,1,1,Fire: Blue Flare,61,Master,,12,Major,30 m,1 Target,Engulf your foe in blue hot burning flames. Deals 6d6 arcane damage and sets the target on fire. Targets on fire take 1d6 arcane fire damage per turn.,,19,,0
74,1,1,Lightning: Parabolic Charge,61,Adept,17,10,Major,5 m,All Creatures,"Deal 2d6 arcane lightning damage to all targets in a 5 m radius from you. If you hit at least 4 targets, you regain a level of fatigue.",,16,,0
75,1,1,Lightning: Charged Serpent,61,Adept,17,8,Major,Varies,All Creatures,Charge your body with electrostatic energy and launch yourself forward striking all targets in a straight line in front of you for 3d6 arcane lightning damage. The distance you travel is equal to your spell power in meters.,,16,,0
76,1,1,Lightning: Indignant Judgement,61,Master,17,16,Major,50 m / Outside,1 Target,"Call forth a bolt of lightning from the heavens. This lightning strike deals 10d6 arcane damage, and the target must roll a TN 16 Hrt (Spirit) test. If the target passes this test they only receive half damage, flying targets automatically fail this roll.  Range = 50 m, must be outside.",,20,,0
77,1,1,Lightning: Ion Deluge,61,Master,17,12,Major,50 m,All Creatures,"Electrifies all nearby conductive constructs (most metals, and water) in a range of 50 meters, and deals 1d6 arcane damage to all who are touching them (friend and foe alike). Concentrating after using this spell will allow you to travel between the electrified conductors as a free action. You may move up to 3 times in a single turn.",,18,,1
78,1,1,Water: Water Whip,61,Novice,,2,Major,"10 m /
20 m",1 Target,"Wield a 10 meter long aquatic whip, this can be used to grab and slow creatures as well as deal damage. If you make an attack with the whip with no natural water present, the whip deals 1d6 arcane water damage. You may concentrate after attacking with the whip to bind the target. A bound target suffers -2 defense, and moves at 1/4 movement speed. To escape the binding the target must pass a TN 13 Str (Might) test.  When there is a natural source of water nearby you may draw on it to power up the water whip. Whip range extends to 20 meters, damage becomes 2d6 arcane, and the test to escape the bind becomes a TN 15 Str (Might) test.",,13,3 Rounds,1
79,1,1,Water: Aqua Ring,61,Novice,,5,Major,Touch,1 Target,"Tap into the healing waters of rejuvenation. Restore yourself or a target's hp by enveloping them in the soothing waters. Hp restored this way is 1d6 per round. Range = 15 m, but is doubled if you have a natural source of clean water to tap into. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,12,,1
80,1,1,Water: Whirlpool,61,Adept,,8,Major,15 m,"1 Target / 
3 m","Trap a single target in a 3m diameter sphere of water suffocating and crushing them. If anyone interacts with the sphere or the target, the whirlpool is dispelled. A trapped target must make a TN 15 End (Swimming) test or they remain trapped on their turn. Every time the target fails this test they take 1d6 arcane damage that builds on itself every round. If you have a natural source of water to tap into, the TN for the trapped creature increases to TN 17.",,15,,1
81,1,1,Water: Waterbreathing,61,Adept,,7,Major,40 m,1+ Target(s),Cast this spell on yourself or a target to enable them to breathe and speak underwater for as long as you maintain concentration. For every 2 you roll above the target number you may extend the effects of this spell to another target. This spell also allows the recipient to swim at normal movement speed instead of 1/2 movement speed. Range = 40 m,,12,30 Minutes,1
82,1,1,Water: Life Dew,61,Master,,15,Major,20 m,All Allies,"Generate a healing mist that spreads to all allies within a range of 20 meters from your position. Heals each ally by 3d6 hp. If you heal a dying ally, they are stabilized at 1hp instead of receiving health. Characters that receive any form of magical healing cannot benefit from magical healing again until they take additional damage.",,18,,0
83,1,1,Water: Origin Pulse,61,Master,,18,Major,50x20 m,All Creatures,"Summon a massive torrent of water reminiscent of the origin of creation. Washes away everything in front of you as a tidal wave 50 meters wide and 20 meters tall slams into all creatures in its wake dealing 4d6 arcane damage, and pushing away all creatures that fail the End (Swimming) test vs your spell power. Creatures who fail the test get swept away for 100 meters, or until they hit a barrier that is capable of stopping the wave. Hitting a barrier will deal an additional 2d6 physical damage.",,20,,0
84,1,1,Ice: Icy Wind,61,Adept,17,8,Major,5x20 m cone,All Creatures,Blow icy cold winds at all targets in front of you within a cone of range of 5 m wide and 20 m long. Targets caught in the wind take 2d6 arcane damage and have their movement speed slowed to 1/2 for 3 rounds.,,15,,0
85,1,1,Ice: Aurora Veil,61,Adept,17,9,Major,4 m radius,Self,"Create a frosty mist centered around yourself that enables you to clearly see out and within the mist, but all other characters have difficulty seeing through the mist. This mist hides you and everyone else within a range of 4 m from projectile attacks both physical and magical in origin. While this spell is active characters outside of the mist attempting to attack within the mist suffer a -2 penalty to ranged attacks and must increase the TN for spells cast into the mist by 2. 
For every 2 points you roll higher than the spell target number, you may increase the range of this spell by an additional 4 m. If an enemy attacks you from within the mist, the effects are halved.",,16,,1
86,1,1,Ice: Glacial Lance,61,Master,17,15,Major,30 m,1 Target,"Call forth a lance of glacial ice to eviscerate a single target. The piercing lance deals 5d6 arcane damage, and the target must roll a Hrt (Spirit) test vs your spellpower. If they fail, this spell is considered to have targeted their vitals, ",,19,,0
87,1,1,Ice: Ice Age,61,Master,17,12,Major,30 m radius,All Grounded Creatures,Freeze all creatures touching the ground in a radius of 30 m from your location dealing 3d6 arcane damage and potentially freezing them. All creatures hit by this spell must pass a TN 18 Str (Might) test or they are frozen and  immobilized until they pass the test. Another unfrozen creature may aid a frozen target by passing a TN 16 Str (Might) test. Frozen creatures may not cast spells with somatic motions. This spell also results in the freezing of water and other liquids.,,18,,1
88,1,1,Earth: Stone Skin,61,Novice,,4,Major,15 m,Self or 1 Grounded Ally,"Protect the skin of yourself or a target with stone, sand, and crystal granting +3 physical armor (stacks with armor being worn). Range = 15m, you and the target must be on solid earth",,13,3 Rounds,1
89,1,1,Earth: Sand Tomb,61,Novice,,5,Major,15 m,1 Grounded Target / 2 m,"Trap your foes by turning a 2 m radius area of ground beneath a target  to sand pulling them in and then solidifying the sand back to solid earth again. Trapped targets must make a TN 13 Str (Might) test or are unable to move. For every 2 you roll above the target number increase the radius by an additional 2 m. Range = 15m, you and the target must be on solid earth",,13,,0
90,1,1,Earth: Precipice Blades,61,Adept,,8,Major,20 m radius,All Creatures,Raise sharp blades of earth from the ground in a 20 m radius surrounding you lasting until your next turn. Anyone other than you that moves through this area must make a Dex (Acrobatics) test vs your spell power or take 3d6 physical damage every time they move. Movement can be made safely if a creature moves through at 1/4 movement speed.,,15,1 Round,1
91,1,1,Earth: Meteor Shower,61,Adept,,6,Major,100 m,1+ Target(s),Call forth a meteoroid from space to strike at your foes. For every 2 you roll above the target number you may increase the number of meteoroids by 1. Each meteoroid deals 3d6 physical damage. Range = 100 m,,14,,0
92,1,1,Earth: Seismic Sight,61,Master,,10,Major,100 m,All Grounded Creatures,Perfect awareness of all creatures touching the ground in a radius of 100 meters.,,18,6 Rounds / 1 Minute,1
93,1,1,Earth: Tectonic Rage,61,Master,,13,Major,30 m,1 Grounded Target,"Swallow up a single target and trap them beneath the earth dealing 5d6 arcane damage, and traps the target for as long as you maintain concentration. A trapped target cannot take a movement action but may use their turn to attempt to break free. They must roll a Str (Might) test vs your spellpower. Range = 30m, you and the target must be on solid earth. A trapped target may not cast spells with somatic motions.",,19,,1
94,1,1,Metal: Mirror Shield,61,Adept,17,7,Major,,Self / 2x2 m,"Creates a mirrored metallic barrier (2x2 m) in front of you that reflects physical projectiles that fail to roll higher than the barrier's defense. This barrier has a defense equivalent of 12, but is increased by 1 for every two you roll above the target number (max defense= 17). Reflected physical attacks deal 1/2 damage back to the attacker. (the barrier is always facing in front of you)",,12,,1
95,1,1,Metal: Spinning Blades,61,Adept,17,8,Major,,All Creatures / 5 m ,"Generate bladed metal shards to encircle you, dealing 3d6 physical damage to any creature that performs a Major or Movement action within 5 m of you for as long as you maintain concentration.",,16,,1
96,1,1,Metal: Adamantium Skin,61,Master,17,12,Major,15 m,Self or 1 Ally,"Protect the skin of yourself or a target with an adamantium metal alloy, granting +9 physical armor (stacks with armor being worn). If casting on a target, you must be within 15m and in metallic contact with the target.",,19,3 Rounds,1
